customer_id,name,email,phone,company,industry,date_added,loyalty_score
107,Customer 107,customer107@email.com,123-456-1107,,Healthcare,2020-04-17,64
108,Customer 108,customer108@email.com,123-456-1108,Company 8,Retail,2020-04-18,4
109,Customer 109,customer109@email.com,123-456-1109,,Education,2020-04-19,70
110,Customer 110,customer110@email.com,123-456-1110,,Technology,2020-04-20,61
111,Customer 111,customer111@email.com,123-456-1111,Company 1,Finance,2020-04-21,22
112,Customer 112,customer112@email.com,123-456-1112,,Healthcare,2020-04-22,81
113,Customer 113,customer113@email.com,123-456-1113,,Retail,2020-04-23,50
114,Customer 114,customer114@email.com,123-456-1114,Company 4,Education,2020-04-24,35
115,Customer 115,customer115@email.com,123-456-1115,,Technology,2020-04-25,7
116,Customer 116,customer116@email.com,123-456-1116,,Finance,2020-04-26,47
117,Customer 117,customer117@email.com,123-456-1117,Company 7,Healthcare,2020-04-27,42
118,Customer 118,customer118@email.com,123-456-1118,,Retail,2020-04-28,62
119,Customer 119,customer119@email.com,123-456-1119,,Education,2020-04-29,79
120,Customer 120,customer120@email.com,123-456-1120,Company 0,Technology,2020-04-30,55
121,Customer 121,customer121@email.com,123-456-1121,,Finance,2020-05-01,23
122,Customer 122,customer122@email.com,123-456-1122,,Healthcare,2020-05-02,86
123,Customer 123,customer123@email.com,123-456-1123,Company 3,Retail,2020-05-03,6
124,Customer 124,customer124@email.com,123-456-1124,,Education,2020-05-04,38
125,Customer 125,customer125@email.com,123-456-1125,,Technology,2020-05-05,51
126,Customer 126,customer126@email.com,123-456-1126,Company 6,Finance,2020-05-06,89
127,Customer 127,customer127@email.com,123-456-1127,,Healthcare,2020-05-07,63
128,Customer 128,customer128@email.com,123-456-1128,,Retail,2020-05-08,53
129,Customer 129,customer129@email.com,123-456-1129,Company 9,Education,2020-05-09,93
130,Customer 130,customer130@email.com,123-456-1130,,Technology,2020-05-10,58
131,Customer 131,customer131@email.com,123-456-1131,,Finance,2020-05-11,45
132,Customer 132,customer132@email.com,123-456-1132,Company 2,Healthcare,2020-05-12,56
133,Customer 133,customer133@email.com,123-456-1133,,Retail,2020-05-13,3
134,Customer 134,customer134@email.com,123-456-1134,,Education,2020-05-14,89
135,Customer 135,customer135@email.com,123-456-1135,Company 5,Technology,2020-05-15,76
136,Customer 136,customer136@email.com,123-456-1136,,Finance,2020-05-16,99
137,Customer 137,customer137@email.com,123-456-1137,,Healthcare,2020-05-17,79
138,Customer 138,customer138@email.com,123-456-1138,Company 8,Retail,2020-05-18,6
139,Customer 139,customer139@email.com,123-456-1139,,Education,2020-05-19,44
140,Customer 140,customer140@email.com,123-456-1140,,Technology,2020-05-20,52
141,Customer 141,customer141@email.com,123-456-1141,Company 1,Finance,2020-05-21,78
142,Customer 142,customer142@email.com,123-456-1142,,Healthcare,2020-05-22,41
143,Customer 143,customer143@email.com,123-456-1143,,Retail,2020-05-23,88
144,Customer 144,customer144@email.com,123-456-1144,Company 4,Education,2020-05-24,42
145,Customer 145,customer145@email.com,123-456-1145,,Technology,2020-05-25,76
146,Customer 146,customer146@email.com,123-456-1146,,Finance,2020-05-26,97
147,Customer 147,customer147@email.com,123-456-1147,Company 7,Healthcare,2020-05-27,63
148,Customer 148,customer148@email.com,123-456-1148,,Retail,2020-05-28,25
149,Customer 149,customer149@email.com,123-456-1149,,Education,2020-05-29,50
150,Duplicate Customer,customer150@email.com,123-456-1150,Company 0,Technology,2020-05-30,55
151,Customer 151,customer151@email.com,123-456-1151,,Finance,2020-05-31,62
152,Customer 152,customer152@email.com,123-456-1152,,Healthcare,2020-06-01,24
153,Customer 153,customer153@email.com,123-456-1153,Company 3,Retail,2020-06-02,81
154,Customer 154,customer154@email.com,123-456-1154,,Education,2020-06-03,95
155,Customer 155,customer155@email.com,123-456-1155,,Technology,2020-06-04,7
156,Customer 156,customer156@email.com,123-456-1156,Company 6,Finance,2020-06-05,17
157,Customer 157,customer157@email.com,123-456-1157,,Healthcare,2020-06-06,95
158,Customer 158,customer158@email.com,123-456-1158,,Retail,2020-06-07,44
159,Customer 159,customer159@email.com,123-456-1159,Company 9,Education,2020-06-08,67
160,Customer 160,customer160@email.com,123-456-1160,,Technology,2020-06-09,13
161,Customer 161,customer161@email.com,123-456-1161,,Finance,2020-06-10,95
162,Customer 162,customer162@email.com,123-456-1162,Company 2,Healthcare,2020-06-11,45
163,Customer 163,customer163@email.com,123-456-1163,,Retail,2020-06-12,63
164,Customer 164,customer164@email.com,123-456-1164,,Education,2020-06-13,0
165,Customer 165,customer165@email.com,123-456-1165,Company 5,Technology,2020-06-14,61
166,Customer 166,customer166@email.com,123-456-1166,,Finance,2020-06-15,34
167,Customer 167,customer167@email.com,123-456-1167,,Healthcare,2020-06-16,62
168,Customer 168,customer168@email.com,123-456-1168,Company 8,Retail,2020-06-17,70
169,Customer 169,customer169@email.com,123-456-1169,,Education,2020-06-18,43
170,Customer 170,customer170@email.com,123-456-1170,,Technology,2020-06-19,82
171,Customer 171,customer171@email.com,123-456-1171,Company 1,Finance,2020-06-20,52
172,Customer 172,customer172@email.com,123-456-1172,,Healthcare,2020-06-21,76
173,Customer 173,customer173@email.com,123-456-1173,,Retail,2020-06-22,85
174,Customer 174,customer174@email.com,123-456-1174,Company 4,Education,2020-06-23,71
175,Customer 175,customer175@email.com,123-456-1175,,Technology,2020-06-24,78
176,Customer 176,customer176@email.com,123-456-1176,,Finance,2020-06-25,52
177,Customer 177,customer177@email.com,123-456-1177,Company 7,Healthcare,2020-06-26,13
178,Customer 178,customer178@email.com,123-456-1178,,Retail,2020-06-27,56
179,Customer 179,customer179@email.com,123-456-1179,,Education,2020-06-28,35
180,Customer 180,customer180@email.com,123-456-1180,Company 0,Technology,2020-06-29,33
181,Customer 181,customer181@email.com,123-456-1181,,Finance,2020-06-30,35
182,Customer 182,customer182@email.com,123-456-1182,,Healthcare,2020-07-01,37
183,Customer 183,customer183@email.com,123-456-1183,Company 3,Retail,2020-07-02,15
184,Customer 184,customer184@email.com,123-456-1184,,Education,2020-07-03,61
185,Customer 185,customer185@email.com,123-456-1185,,Technology,2020-07-04,88
186,Customer 186,customer186@email.com,123-456-1186,Company 6,Finance,2020-07-05,20
187,Customer 187,customer187@email.com,123-456-1187,,Healthcare,2020-07-06,18
188,Customer 188,customer188@email.com,123-456-1188,,Retail,2020-07-07,69
189,Customer 189,customer189@email.com,123-456-1189,Company 9,Education,2020-07-08,97
190,Customer 190,customer190@email.com,123-456-1190,,Technology,2020-07-09,58
191,Customer 191,customer191@email.com,123-456-1191,,Finance,2020-07-10,5
192,Customer 192,customer192@email.com,123-456-1192,Company 2,Healthcare,2020-07-11,8
193,Customer 193,customer193@email.com,123-456-1193,,Retail,2020-07-12,1
194,Customer 194,customer194@email.com,123-456-1194,,Education,2020-07-13,66
195,Customer 195,customer195@email.com,123-456-1195,Company 5,Technology,2020-07-14,36
196,Customer 196,customer196@email.com,123-456-1196,,Finance,2020-07-15,25
197,Customer 197,customer197@email.com,123-456-1197,,Healthcare,2020-07-16,18
198,Customer 198,customer198@email.com,123-456-1198,Company 8,Retail,2020-07-17,96
199,Customer 199,customer199@email.com,123-456-1199,,Education,2020-07-18,75
200,Duplicate Customer,customer200@email.com,,,Technology,2020-07-19,12
201,Customer 201,customer201@email.com,123-456-1201,Company 1,Finance,2020-07-20,72
202,Customer 202,customer202@email.com,123-456-1202,,Healthcare,2020-07-21,94
203,Customer 203,customer203@email.com,123-456-1203,,Retail,2020-07-22,56
204,Customer 204,customer204@email.com,123-456-1204,Company 4,Education,2020-07-23,5
205,Customer 205,customer205@email.com,123-456-1205,,Technology,2020-07-24,96
206,Customer 206,customer206@email.com,123-456-1206,,Finance,2020-07-25,3
207,Customer 207,customer207@email.com,123-456-1207,Company 7,Healthcare,2020-07-26,30
208,Customer 208,customer208@email.com,123-456-1208,,Retail,2020-07-27,49
209,Customer 209,customer209@email.com,123-456-1209,,Education,2020-07-28,19
210,Customer 210,customer210@email.com,123-456-1210,Company 0,Technology,2020-07-29,42
211,Customer 211,customer211@email.com,123-456-1211,,Finance,2020-07-30,95
212,Customer 212,customer212@email.com,123-456-1212,,Healthcare,2020-07-31,61
213,Customer 213,customer213@email.com,123-456-1213,Company 3,Retail,2020-08-01,85
214,Customer 214,customer214@email.com,123-456-1214,,Education,2020-08-02,35
215,Customer 215,customer215@email.com,123-456-1215,,Technology,2020-08-03,97
216,Customer 216,customer216@email.com,123-456-1216,Company 6,Finance,2020-08-04,23
217,Customer 217,customer217@email.com,123-456-1217,,Healthcare,2020-08-05,37
218,Customer 218,customer218@email.com,123-456-1218,,Retail,2020-08-06,44
219,Customer 219,customer219@email.com,123-456-1219,Company 9,Education,2020-08-07,44
220,Customer 220,customer220@email.com,123-456-1220,,Technology,2020-08-08,76
221,Customer 221,customer221@email.com,123-456-1221,,Finance,2020-08-09,51
222,Customer 222,customer222@email.com,123-456-1222,Company 2,Healthcare,2020-08-10,6
223,Customer 223,customer223@email.com,123-456-1223,,Retail,2020-08-11,96
224,Customer 224,customer224@email.com,123-456-1224,,Education,2020-08-12,24
225,Customer 225,customer225@email.com,123-456-1225,Company 5,Technology,2020-08-13,11
226,Customer 226,customer226@email.com,123-456-1226,,Finance,2020-08-14,6
227,Customer 227,customer227@email.com,123-456-1227,,Healthcare,2020-08-15,19
228,Customer 228,customer228@email.com,123-456-1228,Company 8,Retail,2020-08-16,29
229,Customer 229,customer229@email.com,123-456-1229,,Education,2020-08-17,91
230,Customer 230,customer230@email.com,123-456-1230,,Technology,2020-08-18,96
231,Customer 231,customer231@email.com,123-456-1231,Company 1,Finance,2020-08-19,42
232,Customer 232,customer232@email.com,123-456-1232,,Healthcare,2020-08-20,74
233,Customer 233,customer233@email.com,123-456-1233,,Retail,2020-08-21,20
234,Customer 234,customer234@email.com,123-456-1234,Company 4,Education,2020-08-22,58
235,Customer 235,customer235@email.com,123-456-1235,,Technology,2020-08-23,10
236,Customer 236,customer236@email.com,123-456-1236,,Finance,2020-08-24,94
237,Customer 237,customer237@email.com,123-456-1237,Company 7,Healthcare,2020-08-25,15
238,Customer 238,customer238@email.com,123-456-1238,,Retail,2020-08-26,79
239,Customer 239,customer239@email.com,123-456-1239,,Education,2020-08-27,90
240,Customer 240,customer240@email.com,123-456-1240,Company 0,Technology,2020-08-28,64
241,Customer 241,customer241@email.com,123-456-1241,,Finance,2020-08-29,53
242,Customer 242,customer242@email.com,123-456-1242,,Healthcare,2020-08-30,74
243,Customer 243,customer243@email.com,123-456-1243,Company 3,Retail,2020-08-31,68
244,Customer 244,customer244@email.com,123-456-1244,,Education,2020-09-01,6
245,Customer 245,customer245@email.com,123-456-1245,,Technology,2020-09-02,72
246,Customer 246,customer246@email.com,123-456-1246,Company 6,Finance,2020-09-03,6
247,Customer 247,customer247@email.com,123-456-1247,,Healthcare,2020-09-04,28
248,Customer 248,customer248@email.com,123-456-1248,,Retail,2020-09-05,28
249,Customer 249,customer249@email.com,123-456-1249,Company 9,Education,2020-09-06,13
250,Duplicate Customer,customer250@email.com,123-456-1250,,Technology,2020-09-07,80
251,Customer 251,customer251@email.com,123-456-1251,,Finance,2020-09-08,27
252,Customer 252,customer252@email.com,123-456-1252,Company 2,Healthcare,2020-09-09,99
253,Customer 253,customer253@email.com,123-456-1253,,Retail,2020-09-10,31
254,Customer 254,customer254@email.com,123-456-1254,,Education,2020-09-11,61
255,Customer 255,customer255@email.com,123-456-1255,Company 5,Technology,2020-09-12,36
256,Customer 256,customer256@email.com,123-456-1256,,Finance,2020-09-13,53
257,Customer 257,customer257@email.com,123-456-1257,,Healthcare,2020-09-14,80
258,Customer 258,customer258@email.com,123-456-1258,Company 8,Retail,2020-09-15,66
259,Customer 259,customer259@email.com,123-456-1259,,Education,2020-09-16,62
260,Customer 260,customer260@email.com,123-456-1260,,Technology,2020-09-17,5
261,Customer 261,customer261@email.com,123-456-1261,Company 1,Finance,2020-09-18,51
262,Customer 262,customer262@email.com,123-456-1262,,Healthcare,2020-09-19,32
263,Customer 263,customer263@email.com,123-456-1263,,Retail,2020-09-20,90
264,Customer 264,customer264@email.com,123-456-1264,Company 4,Education,2020-09-21,1
265,Customer 265,customer265@email.com,123-456-1265,,Technology,2020-09-22,94
266,Customer 266,customer266@email.com,123-456-1266,,Finance,2020-09-23,85
267,Customer 267,customer267@email.com,123-456-1267,Company 7,Healthcare,2020-09-24,72
268,Customer 268,customer268@email.com,123-456-1268,,Retail,2020-09-25,25
269,Customer 269,customer269@email.com,123-456-1269,,Education,2020-09-26,97
270,Customer 270,customer270@email.com,123-456-1270,Company 0,Technology,2020-09-27,19
271,Customer 271,customer271@email.com,123-456-1271,,Finance,2020-09-28,67
272,Customer 272,customer272@email.com,123-456-1272,,Healthcare,2020-09-29,89
273,Customer 273,customer273@email.com,123-456-1273,Company 3,Retail,2020-09-30,9
274,Customer 274,customer274@email.com,123-456-1274,,Education,2020-10-01,25
275,Customer 275,customer275@email.com,123-456-1275,,Technology,2020-10-02,74
276,Customer 276,customer276@email.com,123-456-1276,Company 6,Finance,2020-10-03,45
277,Customer 277,customer277@email.com,123-456-1277,,Healthcare,2020-10-04,79
278,Customer 278,customer278@email.com,123-456-1278,,Retail,2020-10-05,82
279,Customer 279,customer279@email.com,123-456-1279,Company 9,Education,2020-10-06,40
280,Customer 280,customer280@email.com,123-456-1280,,Technology,2020-10-07,54
281,Customer 281,customer281@email.com,123-456-1281,,Finance,2020-10-08,21
282,Customer 282,customer282@email.com,123-456-1282,Company 2,Healthcare,2020-10-09,94
283,Customer 283,customer283@email.com,123-456-1283,,Retail,2020-10-10,13
284,Customer 284,customer284@email.com,123-456-1284,,Education,2020-10-11,21
285,Customer 285,customer285@email.com,123-456-1285,Company 5,Technology,2020-10-12,8
286,Customer 286,customer286@email.com,123-456-1286,,Finance,2020-10-13,7
287,Customer 287,customer287@email.com,123-456-1287,,Healthcare,2020-10-14,61
288,Customer 288,customer288@email.com,123-456-1288,Company 8,Retail,2020-10-15,20
289,Customer 289,customer289@email.com,123-456-1289,,Education,2020-10-16,34
290,Customer 290,customer290@email.com,123-456-1290,,Technology,2020-10-17,88
291,Customer 291,customer291@email.com,123-456-1291,Company 1,Finance,2020-10-18,58
292,Customer 292,customer292@email.com,123-456-1292,,Healthcare,2020-10-19,93
293,Customer 293,customer293@email.com,123-456-1293,,Retail,2020-10-20,86
294,Customer 294,customer294@email.com,123-456-1294,Company 4,Education,2020-10-21,72
295,Customer 295,customer295@email.com,123-456-1295,,Technology,2020-10-22,56
296,Customer 296,customer296@email.com,123-456-1296,,Finance,2020-10-23,80
297,Customer 297,customer297@email.com,123-456-1297,Company 7,Healthcare,2020-10-24,61
298,Customer 298,customer298@email.com,123-456-1298,,Retail,2020-10-25,60
299,Customer 299,customer299@email.com,123-456-1299,,Education,2020-10-26,39
300,Duplicate Customer,customer300@email.com,,Company 0,Technology,2020-10-27,98
301,Customer 301,customer301@email.com,123-456-1301,,Finance,2020-10-28,13
302,Customer 302,customer302@email.com,123-456-1302,,Healthcare,2020-10-29,73
303,Customer 303,customer303@email.com,123-456-1303,Company 3,Retail,2020-10-30,77
304,Customer 304,customer304@email.com,123-456-1304,,Education,2020-10-31,68
305,Customer 305,customer305@email.com,123-456-1305,,Technology,2020-11-01,55
306,Customer 306,customer306@email.com,123-456-1306,Company 6,Finance,2020-11-02,52
307,Customer 307,customer307@email.com,123-456-1307,,Healthcare,2020-11-03,59
308,Customer 308,customer308@email.com,123-456-1308,,Retail,2020-11-04,6
309,Customer 309,customer309@email.com,123-456-1309,Company 9,Education,2020-11-05,2
310,Customer 310,customer310@email.com,123-456-1310,,Technology,2020-11-06,16
311,Customer 311,customer311@email.com,123-456-1311,,Finance,2020-11-07,73
312,Customer 312,customer312@email.com,123-456-1312,Company 2,Healthcare,2020-11-08,29
313,Customer 313,customer313@email.com,123-456-1313,,Retail,2020-11-09,26
314,Customer 314,customer314@email.com,123-456-1314,,Education,2020-11-10,68
315,Customer 315,customer315@email.com,123-456-1315,Company 5,Technology,2020-11-11,39
316,Customer 316,customer316@email.com,123-456-1316,,Finance,2020-11-12,28
317,Customer 317,customer317@email.com,123-456-1317,,Healthcare,2020-11-13,58
318,Customer 318,customer318@email.com,123-456-1318,Company 8,Retail,2020-11-14,85
319,Customer 319,customer319@email.com,123-456-1319,,Education,2020-11-15,46
320,Customer 320,customer320@email.com,123-456-1320,,Technology,2020-11-16,44
321,Customer 321,customer321@email.com,123-456-1321,Company 1,Finance,2020-11-17,57
322,Customer 322,customer322@email.com,123-456-1322,,Healthcare,2020-11-18,20
323,Customer 323,customer323@email.com,123-456-1323,,Retail,2020-11-19,50
324,Customer 324,customer324@email.com,123-456-1324,Company 4,Education,2020-11-20,51
325,Customer 325,customer325@email.com,123-456-1325,,Technology,2020-11-21,21
326,Customer 326,customer326@email.com,123-456-1326,,Finance,2020-11-22,15
327,Customer 327,customer327@email.com,123-456-1327,Company 7,Healthcare,2020-11-23,40
328,Customer 328,customer328@email.com,123-456-1328,,Retail,2020-11-24,68
329,Customer 329,customer329@email.com,123-456-1329,,Education,2020-11-25,79
330,Customer 330,customer330@email.com,123-456-1330,Company 0,Technology,2020-11-26,38
331,Customer 331,customer331@email.com,123-456-1331,,Finance,2020-11-27,47
332,Customer 332,customer332@email.com,123-456-1332,,Healthcare,2020-11-28,96
333,Customer 333,customer333@email.com,123-456-1333,Company 3,Retail,2020-11-29,49
334,Customer 334,customer334@email.com,123-456-1334,,Education,2020-11-30,1
335,Customer 335,customer335@email.com,123-456-1335,,Technology,2020-12-01,95
336,Customer 336,customer336@email.com,123-456-1336,Company 6,Finance,2020-12-02,18
337,Customer 337,customer337@email.com,123-456-1337,,Healthcare,2020-12-03,66
338,Customer 338,customer338@email.com,123-456-1338,,Retail,2020-12-04,61
339,Customer 339,customer339@email.com,123-456-1339,Company 9,Education,2020-12-05,21
340,Customer 340,customer340@email.com,123-456-1340,,Technology,2020-12-06,99
341,Customer 341,customer341@email.com,123-456-1341,,Finance,2020-12-07,97
342,Customer 342,customer342@email.com,123-456-1342,Company 2,Healthcare,2020-12-08,13
343,Customer 343,customer343@email.com,123-456-1343,,Retail,2020-12-09,88
344,Customer 344,customer344@email.com,123-456-1344,,Education,2020-12-10,98
345,Customer 345,customer345@email.com,123-456-1345,Company 5,Technology,2020-12-11,57
346,Customer 346,customer346@email.com,123-456-1346,,Finance,2020-12-12,70
347,Customer 347,customer347@email.com,123-456-1347,,Healthcare,2020-12-13,100
348,Customer 348,customer348@email.com,123-456-1348,Company 8,Retail,2020-12-14,62
349,Customer 349,customer349@email.com,123-456-1349,,Education,2020-12-15,89
350,Duplicate Customer,customer350@email.com,123-456-1350,,Technology,2020-12-16,85
351,Customer 351,customer351@email.com,123-456-1351,Company 1,Finance,2020-12-17,31
352,Customer 352,customer352@email.com,123-456-1352,,Healthcare,2020-12-18,63
353,Customer 353,customer353@email.com,123-456-1353,,Retail,2020-12-19,83
354,Customer 354,customer354@email.com,123-456-1354,Company 4,Education,2020-12-20,7
355,Customer 355,customer355@email.com,123-456-1355,,Technology,2020-12-21,11
356,Customer 356,customer356@email.com,123-456-1356,,Finance,2020-12-22,52
357,Customer 357,customer357@email.com,123-456-1357,Company 7,Healthcare,2020-12-23,62
358,Customer 358,customer358@email.com,123-456-1358,,Retail,2020-12-24,60
359,Customer 359,customer359@email.com,123-456-1359,,Education,2020-12-25,13
360,Customer 360,customer360@email.com,123-456-1360,Company 0,Technology,2020-12-26,20
361,Customer 361,customer361@email.com,123-456-1361,,Finance,2020-12-27,86
